1;arms_factory;2945.00;10.03;1361.00;3.46;0
1;arms_factory;2952.00;10.40;1362.00;6.12;0
1;arms_factory;2946.00;11.63;1364.00;2.51;0
1;arms_factory;2948.00;10.05;1356.00;5.52;0
1;arms_factory;2948.00;10.38;1357.00;0.45;0
1;arms_factory;2950.00;11.20;1370.00;4.57;0
1;industrial_complex;2950.00;11.20;1370.00;0.95;0
1;industrial_complex;2945.00;11.88;1369.00;2.51;0
1;industrial_complex;2950.00;12.05;1361.00;5.18;0
1;industrial_complex;2950.00;12.05;1361.00;3.02;0
1;industrial_complex;2950.00;12.40;1364.00;5.68;0
1;industrial_complex;2950.00;12.40;1364.00;0.96;0
1;air_base;2945.00;9.60;1357.00;5.08;0
1;naval_base;2951.00;9.50;1354.00;-0.79;5579
1;naval_base;2955.00;9.60;1367.00;0.98;5579
1;naval_base;2943.00;9.90;1371.00;-2.60;5555
1;bunker;2944.00;10.85;1370.00;3.52;0
1;bunker;2952.00;11.23;1368.00;4.73;0
1;bunker;2948.00;9.63;1353.00;1.46;0
1;coastal_bunker;2949.00;9.50;1352.00;-0.79;0
1;coastal_bunker;2942.00;9.50;1363.00;-1.19;0
1;coastal_bunker;2950.00;9.73;1373.00;-3.00;0
1;dockyard;2950.00;9.50;1352.00;-0.79;0
1;anti_air_building;2953.00;10.03;1371.00;2.58;0
1;anti_air_building;2946.00;12.55;1369.00;5.24;0
1;anti_air_building;2950.00;12.05;1361.00;3.09;0
1;synthetic_refinery;2952.00;10.80;1364.00;3.19;0
1;radar_station;2948.00;13.38;1365.00;0.19;0
1;rocket_site;2943.00;10.30;1365.00;3.69;0
1;nuclear_reactor;2946.00;9.73;1358.00;0.07;0
2;arms_factory;3008.00;10.57;1358.00;2.51;0
2;arms_factory;3006.00;10.70;1366.00;5.52;0
2;arms_factory;3009.00;9.98;1354.00;0.45;0
2;arms_factory;3001.00;9.57;1355.00;4.57;0
2;arms_factory;3005.00;10.23;1362.00;0.95;0
2;arms_factory;3008.00;9.57;1351.00;2.51;0
2;industrial_complex;3014.00;11.15;1356.00;5.18;0
2;industrial_complex;3006.00;10.23;1358.00;3.02;0
2;industrial_complex;3005.00;10.32;1365.00;5.68;0
2;industrial_complex;3012.00;10.48;1353.00;0.96;0
2;industrial_complex;3006.00;9.70;1354.00;5.08;0
2;industrial_complex;3010.00;11.28;1360.00;0.01;0
2;air_base;3010.00;9.68;1350.00;4.13;0
2;naval_base;3001.00;9.50;1353.00;-0.46;5656
2;naval_base;3007.00;9.50;1351.00;-0.54;5656
2;bunker;3007.00;10.80;1364.00;4.73;0
2;bunker;3011.00;10.82;1356.00;1.46;0
2;coastal_bunker;3000.00;9.50;1355.00;-0.46;0
2;coastal_bunker;3007.00;9.50;1350.00;-0.54;0
2;dockyard;3009.00;9.50;1348.00;-0.54;0
2;anti_air_building;3009.00;10.53;1356.00;6.20;0
2;anti_air_building;3003.00;9.70;1356.00;2.58;0
2;anti_air_building;3005.00;10.28;1364.00;5.24;0
2;synthetic_refinery;3006.00;9.70;1353.00;3.09;0
2;radar_station;3008.00;10.68;1359.00;3.54;0
2;rocket_site;3010.00;11.13;1359.00;1.02;0
2;nuclear_reactor;3006.00;11.18;1369.00;3.69;0
3;arms_factory;2934.00;14.18;1455.00;0.45;0
3;arms_factory;2934.00;13.93;1457.00;4.57;0
3;arms_factory;2923.00;13.38;1446.00;0.95;0
3;arms_factory;2920.00;12.75;1444.00;2.51;0
3;arms_factory;2924.00;13.80;1445.00;5.18;0
3;arms_factory;2933.00;15.65;1452.00;3.02;0
3;industrial_complex;2927.00;10.68;1462.00;5.68;0
3;industrial_complex;2930.00;15.45;1448.00;0.96;0
3;industrial_complex;2932.00;15.98;1449.00;5.08;0
3;industrial_complex;2922.00;13.93;1449.00;0.01;0
3;industrial_complex;2925.00;14.68;1450.00;4.13;0
3;industrial_complex;2923.00;10.73;1460.00;5.69;0
3;air_base;2933.00;14.05;1458.00;3.52;0
3;bunker;2934.00;14.10;1459.00;4.73;0
3;bunker;2927.00;10.60;1464.00;1.46;0
3;bunker;2930.00;15.68;1444.00;4.13;0
3;bunker;2928.00;15.28;1449.00;0.52;0
3;anti_air_building;2933.00;14.00;1455.00;4.64;0
3;anti_air_building;2932.00;13.90;1457.00;6.20;0
3;anti_air_building;2931.00;15.85;1450.00;2.58;0
3;synthetic_refinery;2935.00;16.10;1451.00;5.24;0
3;radar_station;2930.00;13.70;1456.00;0.96;0
3;rocket_site;2927.00;11.63;1460.00;3.19;0
3;nuclear_reactor;2926.00;10.57;1462.00;1.02;0
4;arms_factory;3059.00;10.57;1467.00;0.95;0
4;arms_factory;3051.00;14.30;1478.00;2.51;0
4;arms_factory;3043.00;13.50;1476.00;5.18;0
4;arms_factory;3056.00;12.43;1476.00;3.02;0
4;arms_factory;3052.00;13.28;1470.00;5.68;0
4;arms_factory;3058.00;10.40;1465.00;0.96;0
4;industrial_complex;3058.00;11.55;1476.00;5.08;0
4;industrial_complex;3033.00;13.53;1476.00;0.01;0
4;industrial_complex;3052.00;14.32;1476.00;4.13;0
4;industrial_complex;3053.00;13.73;1478.00;5.69;0
4;industrial_complex;3053.00;12.13;1484.00;3.52;0
4;industrial_complex;3059.00;11.25;1475.00;4.73;0
4;air_base;3037.00;11.95;1480.00;1.46;0
4;bunker;3057.00;10.80;1467.00;4.13;0
4;bunker;3058.00;12.48;1482.00;0.52;0
4;bunker;3047.00;13.88;1475.00;4.64;0
4;bunker;3034.00;14.23;1473.00;6.20;0
4;bunker;3038.00;12.95;1478.00;2.58;0
4;anti_air_building;3049.00;11.05;1485.00;5.24;0
4;anti_air_building;3061.00;10.80;1475.00;3.09;0
4;anti_air_building;3031.00;13.35;1476.00;3.19;0
4;synthetic_refinery;3058.00;11.57;1475.00;1.02;0
4;radar_station;3050.00;14.90;1476.00;1.67;0
4;rocket_site;3051.00;11.70;1484.00;0.07;0
4;nuclear_reactor;3059.00;11.32;1474.00;1.63;0
5;arms_factory;3132.00;9.70;1613.00;5.18;0
5;arms_factory;3137.00;9.70;1611.00;3.02;0
